,ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,Method
2903,Null,VEH_385,1,O_376,2023-05-02 06:00,359.98792940920634, ,2023-05-02 12:00,Null,2
2904,MF2305026196070,VEH_385,2,D_1275,2023-05-02 12:42,0,60,2023-05-02 13:42,Yes,
2905,Null,VEH_192,1,O_376,2023-05-02 06:46,313.8645609377313, ,2023-05-02 12:00,Null,2
2906,MF2305026196068,VEH_192,2,D_1275,2023-05-02 12:42,0,60,2023-05-02 13:42,Yes,
2907,Null,VEH_390,1,O_323,2023-05-02 11:57,2.8035629038531624, ,2023-05-02 12:00,Null,2
2908,MF2305026197468,VEH_390,2,D_1316,2023-05-02 13:50,0,60,2023-05-02 14:50,Yes,
2909,Null,VEH_755,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2910,MF2305046245824,VEH_755,2,D_1316,2023-05-02 13:31,0,60,2023-05-02 14:31,Yes,
2911,Null,VEH_547,1,O_292,2023-05-01 04:43,1876.8401239896925, ,2023-05-02 12:00,Null,2
2912,MF2305036204111,VEH_547,2,D_1335,2023-05-02 13:29,0,60,2023-05-02 14:29,Yes,
2913,Null,VEH_198,1,O_292,2023-05-01 19:13,1006.7753165902891, ,2023-05-02 12:00,Null,2
2914,MF2305036204113,VEH_198,2,D_1335,2023-05-02 13:29,0,60,2023-05-02 14:29,Yes,
2915,Null,VEH_754,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2916,MF2305036201441,VEH_754,2,D_1397,2023-05-02 14:07,0,60,2023-05-02 15:07,Yes,
2917,Null,VEH_753,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2918,MF2305046245838,VEH_753,2,D_1397,2023-05-02 14:07,0,60,2023-05-02 15:07,Yes,
2919,Null,VEH_752,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2920,MF2305036201447,VEH_752,2,D_1415,2023-05-02 13:49,0,60,2023-05-02 14:49,Yes,
2921,Null,VEH_391,1,O_326,2023-05-02 03:59,480.24714119169244, ,2023-05-02 12:00,Null,2
2922,20230501B468522_001,VEH_391,2,D_146,2023-05-02 12:55,0,60,2023-05-02 13:55,Yes,
2923,Null,VEH_455,1,O_326,2023-05-02 04:06,473.983350598995, ,2023-05-02 12:00,Null,2
2924,20230501B468515_001,VEH_455,2,D_146,2023-05-02 12:55,0,60,2023-05-02 13:55,Yes,
2925,Null,VEH_967,1,O_673,2023-05-01 21:12,887.3487865762354, ,2023-05-02 12:00,Null,2
2926,20230502B469951_001,VEH_967,2,D_146,2023-05-02 12:54,0,60,2023-05-02 13:54,Yes,
2927,Null,VEH_987,1,O_243,2023-05-02 09:31,148.07205736822766, ,2023-05-02 12:00,Null,2
2928,20230502B468878_001,VEH_987,2,D_146,2023-05-02 12:59,0,60,2023-05-02 13:59,Yes,
2929,Null,VEH_947,1,O_174,2023-05-01 23:11,768.4257132352525, ,2023-05-02 12:00,Null,2
2930,20230502B468905_001,VEH_947,2,D_146,2023-05-02 12:23,0,60,2023-05-02 13:23,Yes,
2931,Null,VEH_598,1,O_326,2023-05-02 04:33,446.31047325316945, ,2023-05-02 12:00,Null,2
2932,MF2305156305283,VEH_598,2,D_1595,2023-05-02 13:36,0,60,2023-05-02 14:36,Yes,
2933,Null,VEH_743,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2934,MF2305046245822,VEH_743,2,D_1595,2023-05-02 14:19,0,60,2023-05-02 15:19,Yes,
2935,Null,VEH_872,1,O_580,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2936,MF2305196340849,VEH_872,2,D_1614,2023-05-02 13:56,0,60,2023-05-02 14:56,Yes,
2937,Null,VEH_739,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2938,MF2305046245807,VEH_739,2,D_1614,2023-05-02 14:46,0,60,2023-05-02 15:46,Yes,
2939,Null,VEH_163,1,O_50,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2940,MF2305116279513,VEH_163,2,D_1658,2023-05-02 15:17,0,60,2023-05-02 16:17,Yes,
2941,Null,VEH_764,1,O_326,2023-05-02 04:36,443.3842852191667, ,2023-05-02 12:00,Null,2
2942,MF2305156305306,VEH_764,2,D_1658,2023-05-02 13:40,0,60,2023-05-02 14:40,Yes,
2943,Null,VEH_162,1,O_50,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2944,MF2305116280018,VEH_162,2,D_1658,2023-05-02 15:17,0,60,2023-05-02 16:17,Yes,
2945,Null,VEH_301,1,O_326,2023-05-02 04:59,420.9377023015395, ,2023-05-02 12:00,Null,2
2946,MF2305126290662,VEH_301,2,D_1658,2023-05-02 13:40,0,60,2023-05-02 14:40,Yes,
2947,Null,VEH_93,1,O_770,2023-05-02 11:34,25.412073824481013, ,2023-05-02 12:00,Null,2
2948,MF2305306378271,VEH_93,2,D_1728,2023-05-02 13:11,0,60,2023-05-02 14:11,Yes,
2949,Null,VEH_1123,1,O_770,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2950,MF2305306378273,VEH_1123,2,D_1728,2023-05-02 13:11,0,60,2023-05-02 14:11,Yes,
2951,Null,VEH_1122,1,O_770,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2952,MF2305306378269,VEH_1122,2,D_1728,2023-05-02 13:11,0,60,2023-05-02 14:11,Yes,
2953,Null,VEH_740,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2954,MF2305126294972,VEH_740,2,D_1757,2023-05-02 15:20,0,60,2023-05-02 16:20,Yes,
2955,Null,VEH_741,1,O_448,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2956,MF2305126294966,VEH_741,2,D_1757,2023-05-02 15:20,0,60,2023-05-02 16:20,Yes,
2957,Null,VEH_157,1,O_50,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2958,MF2305116280006,VEH_157,2,D_1963,2023-05-02 14:32,0,60,2023-05-02 15:32,Yes,
2959,Null,VEH_158,1,O_50,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2960,MF2305116280541,VEH_158,2,D_1968,2023-05-02 14:29,0,60,2023-05-02 15:29,Yes,
2961,Null,VEH_159,1,O_50,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2962,MF2305116280532,VEH_159,2,D_1968,2023-05-02 14:29,0,60,2023-05-02 15:29,Yes,
2963,Null,VEH_319,1,O_144,2023-05-02 09:16,163.89749734247334, ,2023-05-02 12:00,Null,2
2964,20230502B470457_001,VEH_319,2,D_208,2023-05-02 13:22,0,60,2023-05-02 14:22,Yes,
2965,Null,VEH_1067,1,O_711,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2966,20230502B470229_001,VEH_1067,2,D_208,2023-05-02 13:21,0,60,2023-05-02 14:21,Yes,
2967,Null,VEH_1073,1,O_174,2023-05-02 00:06,713.0936746392476, ,2023-05-02 12:00,Null,2
2968,20230502B470377_001,VEH_1073,2,D_208,2023-05-02 12:44,0,60,2023-05-02 13:44,Yes,
2969,Null,VEH_1068,1,O_711,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2970,20230502B470317_001,VEH_1068,2,D_209,2023-05-02 14:11,0,60,2023-05-02 15:11,Yes,
2971,Null,VEH_375,1,O_179,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2972,20230502B471761_001,VEH_375,2,D_209,2023-05-02 12:35,0,60,2023-05-02 13:35,Yes,
2973,Null,VEH_226,1,O_70,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2974,20230502B471730_001,VEH_226,2,D_209,2023-05-02 13:54,0,60,2023-05-02 14:54,Yes,
2975,Null,VEH_683,1,O_673,2023-05-02 05:30,389.5100377649526, ,2023-05-02 12:00,Null,2
2976,20230502B470272_001,VEH_683,2,D_209,2023-05-02 14:14,0,60,2023-05-02 15:14,Yes,
2977,Null,VEH_969,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2978,20230502B470481_001,VEH_969,2,D_209,2023-05-02 14:14,0,60,2023-05-02 15:14,Yes,
2979,Null,VEH_660,1,O_352,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2980,20230502B471166_001,VEH_660,2,D_209,2023-05-02 13:13,0,60,2023-05-02 14:13,Yes,
2981,Null,VEH_970,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2982,20230502B470268_001,VEH_970,2,D_209,2023-05-02 14:14,0,60,2023-05-02 15:14,Yes,
2983,Null,VEH_50,1,O_174,2023-05-02 03:47,492.97839417039677, ,2023-05-02 12:00,Null,2
2984,20230502B471265_001,VEH_50,2,D_209,2023-05-02 13:34,0,60,2023-05-02 14:34,Yes,
2985,Null,VEH_461,1,O_326,2023-05-02 06:15,344.646727043709, ,2023-05-02 12:00,Null,2
2986,20230502B470568_001,VEH_461,2,D_209,2023-05-02 13:13,0,60,2023-05-02 14:13,Yes,
2987,Null,VEH_318,1,O_62,2023-05-02 11:26,33.83473471679599, ,2023-05-02 12:00,Null,2
2988,20230502B469961_001,VEH_318,2,D_209,2023-05-02 13:35,0,60,2023-05-02 14:35,Yes,
2989,Null,VEH_374,1,O_179,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2990,20230502B471809_001,VEH_374,2,D_209,2023-05-02 12:35,0,60,2023-05-02 13:35,Yes,
2991,Null,VEH_686,1,O_376,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2992,20230502B469982_001,VEH_686,2,D_209,2023-05-02 14:01,0,60,2023-05-02 15:01,Yes,
2993,Null,VEH_972,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2994,20230502B470690_001,VEH_972,2,D_209,2023-05-02 14:14,0,60,2023-05-02 15:14,Yes,
2995,Null,VEH_372,1,O_179,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2996,MF2305256364267,VEH_372,2,D_2147,2023-05-02 12:43,0,60,2023-05-02 13:43,Yes,
2997,Null,VEH_381,1,O_179,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
2998,MF2305256364285,VEH_381,2,D_2147,2023-05-02 12:43,0,60,2023-05-02 13:43,Yes,
2999,Null,VEH_624,1,O_144,2023-05-02 09:40,139.19026292966828, ,2023-05-02 12:00,Null,2
3000,20230501B466735_001,VEH_624,2,D_23,2023-05-02 14:52,0,60,2023-05-02 15:52,Yes,
3001,Null,VEH_530,1,O_323,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3002,20230501B468753_001,VEH_530,2,D_23,2023-05-02 13:33,0,60,2023-05-02 14:33,Yes,
3003,Null,VEH_674,1,O_62,2023-05-02 11:28,31.852709805992617, ,2023-05-02 12:00,Null,2
3004,MF2305276372357,VEH_674,2,D_2684,2023-05-02 12:58,0,60,2023-05-02 13:58,Yes,
3005,Null,VEH_873,1,O_580,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3006,MF2305276372351,VEH_873,2,D_2684,2023-05-02 12:57,0,60,2023-05-02 13:57,Yes,
3007,Null,VEH_770,1,O_144,2023-05-02 09:56,123.46460607329345, ,2023-05-02 12:00,Null,2
3008,M18387052,VEH_770,2,D_273,2023-05-02 13:35,0,60,2023-05-02 14:35,Yes,
3009,Null,VEH_971,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3010,M18385118,VEH_971,2,D_280,2023-05-02 12:56,0,60,2023-05-02 13:56,Yes,
3011,Null,VEH_973,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3012,M18386964,VEH_973,2,D_286,2023-05-02 14:39,0,60,2023-05-02 15:39,Yes,
3013,Null,VEH_27,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3014,M18385292,VEH_27,2,D_286,2023-05-02 14:52,0,60,2023-05-02 15:52,Yes,
3015,Null,VEH_769,1,O_144,2023-05-02 10:26,93.99160114709639, ,2023-05-02 12:00,Null,2
3016,M18388975,VEH_769,2,D_286,2023-05-02 12:32,0,60,2023-05-02 13:32,Yes,
3017,Null,VEH_615,1,O_144,2023-05-02 11:53,6.177830304012787, ,2023-05-02 12:00,Null,2
3018,M18387025,VEH_615,2,D_311,2023-05-02 14:20,0,60,2023-05-02 15:20,Yes,
3019,Null,VEH_28,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3020,M18385434,VEH_28,2,D_311,2023-05-02 16:33,0,60,2023-05-02 17:33,Yes,
3021,Null,VEH_603,1,O_144,2023-05-02 11:09,50.90465920683164, ,2023-05-02 12:00,Null,2
3022,M18387026,VEH_603,2,D_312,2023-05-02 13:42,0,60,2023-05-02 14:42,Yes,
3023,Null,VEH_22,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3024,M18385433,VEH_22,2,D_312,2023-05-02 15:24,0,60,2023-05-02 16:24,Yes,
3025,Null,VEH_471,1,O_349,2023-05-02 06:38,321.2186155501363, ,2023-05-02 12:00,Null,2
3026,M18387081,VEH_471,2,D_338,2023-05-02 15:01,0,60,2023-05-02 16:01,Yes,
3027,Null,VEH_456,1,O_144,2023-05-02 11:47,12.015784461675139, ,2023-05-02 12:00,Null,2
3028,M18385623,VEH_456,2,D_338,2023-05-02 14:44,0,60,2023-05-02 15:44,Yes,
3029,Null,VEH_283,1,O_144,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3030,M18387050,VEH_283,2,D_340,2023-05-02 13:59,0,60,2023-05-02 14:59,Yes,
3031,Null,VEH_23,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3032,M18385590,VEH_23,2,D_340,2023-05-02 14:48,0,60,2023-05-02 15:48,Yes,
3033,Null,VEH_974,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3034,M18389147,VEH_974,2,D_362,2023-05-02 12:20,0,60,2023-05-02 13:20,Yes,
3035,Null,VEH_620,1,O_11,2023-05-01 23:40,739.089645941649, ,2023-05-02 12:00,Null,2
3036,20230502B469602_001,VEH_620,2,D_37,2023-05-02 12:00,0,60,2023-05-02 13:00,Yes,
3037,Null,VEH_646,1,O_349,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3038,20230502B471778_001,VEH_646,2,D_37,2023-05-02 13:58,0,60,2023-05-02 14:58,Yes,
3039,Null,VEH_538,1,O_243,2023-05-02 10:59,60.76826290058534, ,2023-05-02 12:00,Null,2
3040,20230502B470111_001,VEH_538,2,D_37,2023-05-02 13:10,0,60,2023-05-02 14:10,Yes,
3041,Null,VEH_981,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3042,M18387150,VEH_981,2,D_373,2023-05-02 14:17,0,60,2023-05-02 15:17,Yes,
3043,Null,VEH_168,1,O_62,2023-05-02 03:36,503.9383460102199, ,2023-05-02 12:00,Null,2
3044,M18386435,VEH_168,2,D_373,2023-05-02 13:36,0,60,2023-05-02 14:36,Yes,
3045,Null,VEH_757,1,O_62,2023-05-02 04:45,434.6132053151025, ,2023-05-02 12:00,Null,2
3046,M18387094,VEH_757,2,D_380,2023-05-02 14:02,0,60,2023-05-02 15:02,Yes,
3047,Null,VEH_980,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3048,M18385690,VEH_980,2,D_386,2023-05-02 17:07,0,60,2023-05-02 18:07,Yes,
3049,Null,VEH_20,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3050,M18387170,VEH_20,2,D_386,2023-05-02 13:10,0,60,2023-05-02 14:10,Yes,
3051,Null,VEH_15,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3052,M18387061,VEH_15,2,D_390,2023-05-02 13:00,0,60,2023-05-02 14:00,Yes,
3053,Null,VEH_16,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3054,M18387172,VEH_16,2,D_396,2023-05-02 12:34,0,60,2023-05-02 13:34,Yes,
3055,Null,VEH_21,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3056,M18386358,VEH_21,2,D_404,2023-05-02 13:38,0,60,2023-05-02 14:38,Yes,
3057,Null,VEH_19,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3058,M18386354,VEH_19,2,D_404,2023-05-02 13:38,0,60,2023-05-02 14:38,Yes,
3059,Null,VEH_165,1,O_62,2023-05-01 22:10,829.7124184282709, ,2023-05-02 12:00,Null,2
3060,M18386440,VEH_165,2,D_405,2023-05-02 12:57,0,60,2023-05-02 13:57,Yes,
3061,Null,VEH_979,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3062,M18387203,VEH_979,2,D_414,2023-05-02 13:43,0,60,2023-05-02 14:43,Yes,
3063,Null,VEH_978,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3064,M18386652,VEH_978,2,D_416,2023-05-02 13:48,0,60,2023-05-02 14:48,Yes,
3065,Null,VEH_977,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3066,M18387176,VEH_977,2,D_416,2023-05-02 13:48,0,60,2023-05-02 14:48,Yes,
3067,Null,VEH_976,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3068,M18386658,VEH_976,2,D_418,2023-05-02 13:52,0,60,2023-05-02 14:52,Yes,
3069,Null,VEH_975,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3070,M18386659,VEH_975,2,D_418,2023-05-02 13:52,0,60,2023-05-02 14:52,Yes,
3071,Null,VEH_282,1,O_144,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3072,M18389166,VEH_282,2,D_426,2023-05-02 13:01,0,60,2023-05-02 14:01,Yes,
3073,Null,VEH_294,1,O_144,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3074,M18386991,VEH_294,2,D_426,2023-05-02 13:01,0,60,2023-05-02 14:01,Yes,
3075,Null,VEH_17,1,O_9,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3076,M18386963,VEH_17,2,D_426,2023-05-02 14:56,0,60,2023-05-02 15:56,Yes,
3077,Null,VEH_957,1,O_673,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3078,M18386908,VEH_957,2,D_426,2023-05-02 14:49,0,60,2023-05-02 15:49,Yes,
3079,Null,VEH_296,1,O_144,2023-05-02 12:00,0.0, ,2023-05-02 12:00,Null,2
3080,20230501B466889_001,VEH_296,2,D_95,2023-05-02 14:43,0,60,2023-05-02 15:43,Yes,
3081,Null,VEH_1001,1,O_326,2023-05-02 10:20,99.82520445128739, ,2023-05-02 12:00,Null,2
3082,20230501B468603_001,VEH_1001,2,D_95,2023-05-02 13:11,0,60,2023-05-02 14:11,Yes,
3083,Null,VEH_766,1,O_326,2023-05-02 11:39,20.814096132819486, ,2023-05-02 12:00,Null,2
3084,N_20230501858786,VEH_766,2,D_95,2023-05-02 13:11,0,60,2023-05-02 14:11,Yes,
3085,Null,VEH_18,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3086,M18385297,VEH_18,2,D_288,2023-05-02 14:56,0,60,2023-05-02 15:56,Yes,
3087,Null,VEH_13,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3088,M18386940,VEH_13,2,D_435,2023-05-02 13:25,0,60,2023-05-02 14:25,Yes,
3089,Null,VEH_12,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3090,M18385497,VEH_12,2,D_347,2023-05-02 17:02,0,60,2023-05-02 18:02,Yes,
3091,Null,VEH_14,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3092,M18386927,VEH_14,2,D_282,2023-05-02 13:18,0,60,2023-05-02 14:18,Yes,
3093,Null,VEH_2,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3094,M18387173,VEH_2,2,D_467,2023-05-02 13:21,0,60,2023-05-02 14:21,Yes,
3095,Null,VEH_11,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3096,M18385484,VEH_11,2,D_342,2023-05-02 14:19,0,60,2023-05-02 15:19,Yes,
3097,Null,VEH_10,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3098,M18386935,VEH_10,2,D_387,2023-05-02 12:34,0,60,2023-05-02 13:34,Yes,
3099,Null,VEH_9,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3100,M18387142,VEH_9,2,D_459,2023-05-02 13:26,0,60,2023-05-02 14:26,Yes,
3101,Null,VEH_8,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3102,M18386937,VEH_8,2,D_434,2023-05-02 13:54,0,60,2023-05-02 14:54,Yes,
3103,Null,VEH_7,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3104,MF2305306377044,VEH_7,2,D_2718,2023-05-02 13:22,0,60,2023-05-02 14:22,Yes,
3105,Null,VEH_6,1,O_9,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3106,MF2304286182338,VEH_6,2,D_1181,2023-05-02 15:38,0,60,2023-05-02 16:38,Yes,
3107,Null,VEH_1020,1,O_11,2023-05-01 23:41, , ,2023-05-02 12:00,Null,3
3108,M18385403,VEH_1020,2,D_297,2023-05-02 13:01,0,60,2023-05-02 14:01,Yes,
3109,Null,VEH_1017,1,O_11,2023-05-01 23:50, , ,2023-05-02 12:00,Null,3
3110,M18385395,VEH_1017,2,D_292,2023-05-02 16:03,0,60,2023-05-02 17:03,Yes,
3111,Null,VEH_1047,1,O_11,2023-05-01 23:59, , ,2023-05-02 12:00,Null,3
3112,M18387282,VEH_1047,2,D_313,2023-05-02 13:05,0,60,2023-05-02 14:05,Yes,
3113,Null,VEH_315,1,O_11,2023-05-02 00:10, , ,2023-05-02 12:00,Null,3
3114,20230502B470681_001,VEH_315,2,D_119,2023-05-02 12:57,0,60,2023-05-02 13:57,Yes,
3115,Null,VEH_701,1,O_11,2023-05-02 00:21, , ,2023-05-02 12:00,Null,3
3116,M18385397,VEH_701,2,D_294,2023-05-02 16:22,0,60,2023-05-02 17:22,Yes,
3117,Null,VEH_548,1,O_34,2023-05-02 05:06, , ,2023-05-02 12:00,Null,3
3118,MF2305026194192,VEH_548,2,D_1242,2023-05-02 14:19,0,60,2023-05-02 15:19,Yes,
3119,Null,VEH_982,1,O_34,2023-05-01 18:11, , ,2023-05-02 12:00,Null,3
3120,MF2305026198617,VEH_982,2,D_1331,2023-05-02 13:32,0,60,2023-05-02 14:32,Yes,
3121,Null,VEH_303,1,O_45,2023-05-02 09:21, , ,2023-05-02 12:00,Null,3
3122,MF2305306378265,VEH_303,2,D_1282,2023-05-02 14:19,0,60,2023-05-02 15:19,Yes,
3123,Null,VEH_149,1,O_45,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3124,MF2305306378253,VEH_149,2,D_1737,2023-05-02 13:54,0,60,2023-05-02 14:54,Yes,
3125,Null,VEH_160,1,O_50,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3126,MF2305116280543,VEH_160,2,D_1965,2023-05-02 14:38,0,60,2023-05-02 15:38,Yes,
3127,Null,VEH_161,1,O_50,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3128,MF2305116279531,VEH_161,2,D_1271,2023-05-02 15:49,0,60,2023-05-02 16:49,Yes,
3129,Null,VEH_291,1,O_62,2023-05-02 04:54, , ,2023-05-02 12:00,Null,3
3130,M18387095,VEH_291,2,D_452,2023-05-02 13:19,0,60,2023-05-02 14:19,Yes,
3131,Null,VEH_196,1,O_62,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3132,M18387092,VEH_196,2,D_406,2023-05-02 13:09,0,60,2023-05-02 14:09,Yes,
3133,Null,VEH_194,1,O_62,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3134,M18387104,VEH_194,2,D_359,2023-05-02 12:47,0,60,2023-05-02 13:47,Yes,
3135,Null,VEH_187,1,O_62,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3136,M18385512,VEH_187,2,D_356,2023-05-02 15:41,0,60,2023-05-02 16:41,Yes,
3137,Null,VEH_985,1,O_123,2023-05-01 19:14, , ,2023-05-02 12:00,Null,3
3138,20230501B468727_001,VEH_985,2,D_83,2023-05-02 13:24,0,60,2023-05-02 14:24,Yes,
3139,Null,VEH_662,1,O_123,2023-05-02 04:25, , ,2023-05-02 12:00,Null,3
3140,MF2305026195555,VEH_662,2,D_1267,2023-05-02 13:08,0,60,2023-05-02 14:08,Yes,
3141,Null,VEH_268,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3142,MF2305016191099,VEH_268,2,D_1217,2023-05-02 14:54,0,60,2023-05-02 15:54,Yes,
3143,Null,VEH_267,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3144,MF2305026194099,VEH_267,2,D_90,2023-05-02 15:07,0,60,2023-05-02 16:07,Yes,
3145,Null,VEH_269,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3146,M18386990,VEH_269,2,D_293,2023-05-02 14:03,0,60,2023-05-02 15:03,Yes,
3147,Null,VEH_280,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3148,20230501B467207_001,VEH_280,2,D_20,2023-05-02 15:03,0,60,2023-05-02 16:03,Yes,
3149,Null,VEH_281,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3150,M18387035,VEH_281,2,D_326,2023-05-02 13:46,0,60,2023-05-02 14:46,Yes,
3151,Null,VEH_279,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3152,MF2304286187073,VEH_279,2,D_1190,2023-05-02 13:08,0,60,2023-05-02 14:08,Yes,
3153,Null,VEH_270,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3154,MF2305026195133,VEH_270,2,D_62,2023-05-02 15:22,0,60,2023-05-02 16:22,Yes,
3155,Null,VEH_278,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3156,MF2304286187021,VEH_278,2,D_1188,2023-05-02 14:43,0,60,2023-05-02 15:43,Yes,
3157,Null,VEH_277,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3158,M18385466,VEH_277,2,D_336,2023-05-02 13:55,0,60,2023-05-02 14:55,Yes,
3159,Null,VEH_276,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3160,20230501B466904_001,VEH_276,2,D_98,2023-05-02 13:31,0,60,2023-05-02 14:31,Yes,
3161,Null,VEH_275,1,O_144,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3162,M18385457,VEH_275,2,D_330,2023-05-02 14:45,0,60,2023-05-02 15:45,Yes,
3163,Null,VEH_380,1,O_179,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3164,MF2305256364283,VEH_380,2,D_2531,2023-05-02 13:00,0,60,2023-05-02 14:00,Yes,
3165,Null,VEH_378,1,O_179,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3166,MF2305016190949,VEH_378,2,D_1214,2023-05-02 15:13,0,60,2023-05-02 16:13,Yes,
3167,Null,VEH_379,1,O_179,2023-05-02 12:00, , ,2023-05-02 12:00,Null,3
3168,MF2305026197002,VEH_379,2,D_1299,2023-05-02 13:28,0,60,2023-05-02 14:28,Yes,
